id,kind,seed,mode,best_epoch,stop_epoch,seconds,cfp_f1_percent,oct_f1_percent,branch_mean_f1_percent,host,backbone_lr,host_best_epoch,state
switch_branch_mmtm_hidden256_lr6e-05_seed3418_augment_radon_new_only,component_diagnostic,3418,radon,,,,68.58072247902756,69.64102564102564,69.11087406002659,mmtm_hidden256,6e-05,0,new_only
switch_branch_mmtm_hidden256_lr6e-05_seed3418_augment_radon_both_off,component_diagnostic,3418,radon,,,,54.53149001536099,33.33333333333333,43.93241167434716,mmtm_hidden256,6e-05,0,both_off
switch_branch_mmtm_hidden256_lr6e-05_seed3418_augment_linear_resample_both_on,component_diagnostic,3418,linear_resample,,,,66.02855437726667,64.45847198874748,65.24351318300708,mmtm_hidden256,6e-05,0,both_on
switch_branch_mmtm_hidden256_lr6e-05_seed3418_augment_linear_resample_host_only,component_diagnostic,3418,linear_resample,,,,62.528132033008255,61.37362637362638,61.950879203317314,mmtm_hidden256,6e-05,0,host_only
switch_branch_mmtm_hidden256_lr6e-05_seed3418_augment_linear_resample_new_only,component_diagnostic,3418,linear_resample,,,,66.02855437726667,64.45847198874748,65.24351318300708,mmtm_hidden256,6e-05,0,new_only
switch_branch_mmtm_hidden256_lr6e-05_seed3418_augment_linear_resample_both_off,component_diagnostic,3418,linear_resample,,,,62.13812122278941,61.69798573178971,61.91805347728956,mmtm_hidden256,6e-05,0,both_off
switch_branch_attention_d256_lr3e-05_seed3416_augment_radon_both_on,component_diagnostic,3416,radon,,,,71.8872652790333,64.1875542163174,68.03740974767535,attention_d256,3e-05,0,both_on
switch_branch_attention_d256_lr3e-05_seed3416_augment_radon_host_only,component_diagnostic,3416,radon,,,,56.87930760096466,34.079718817701156,45.47951320933291,attention_d256,3e-05,0,host_only
switch_branch_attention_d256_lr3e-05_seed3416_augment_radon_new_only,component_diagnostic,3416,radon,,,,68.12537231361408,62.310295382850576,65.21783384823233,attention_d256,3e-05,0,new_only
switch_branch_attention_d256_lr3e-05_seed3416_augment_radon_both_off,component_diagnostic,3416,radon,,,,54.7051550430301,34.079718817701156,44.39243693036563,attention_d256,3e-05,0,both_off
switch_branch_attention_d256_lr3e-05_seed3416_augment_linear_resample_both_on,component_diagnostic,3416,linear_resample,,,,68.52036090431919,64.14827003062298,66.33431546747109,attention_d256,3e-05,0,both_on
switch_branch_attention_d256_lr3e-05_seed3416_augment_linear_resample_host_only,component_diagnostic,3416,linear_resample,,,,68.03308823529413,60.66535306786418,64.34922065157916,attention_d256,3e-05,0,host_only
switch_branch_attention_d256_lr3e-05_seed3416_augment_linear_resample_new_only,component_diagnostic,3416,linear_resample,,,,62.4961475681167,59.79683844090624,61.14649300451147,attention_d256,3e-05,0,new_only
switch_branch_attention_d256_lr3e-05_seed3416_augment_linear_resample_both_off,component_diagnostic,3416,linear_resample,,,,61.802962303150736,58.51102941176472,60.15699585745773,attention_d256,3e-05,0,both_off
